message_id,channel_name,sender_id,message_text,sent_timestamp,thread_id,mentioned_user_ids,related_project_id,related_incident_id,reaction_count,is_pinned
207,#general,21,Can someone from @engineering take a look at the CustomerIQ build? It's been failing since this morning.,2025-05-21T19:48:00,,,,,10,false
208,#customer-success,145,@channel Heads up: we're seeing increased error rates on TechCorp AI Core. Investigating now.,2025-04-21T13:53:00,,,,,3,false
209,#proj-data-lake,61,Looking for volunteers to review PRs for the TechCorp AI Core release. Need 2 approvals.,2025-01-12T22:38:00,,,6,16,1,false
210,#security,65,Customer call with ClearView Diagnostics went well. They're excited about the new features.,2025-02-22T13:57:00,,,,17,0,true
211,#incident-response,123,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-03-12T18:08:00,142,,,56,2,false
212,#announcements,26,Great work on the project milestone! :tada:,2025-03-09T16:48:00,,,,,2,false
213,#proj-attribution,15,Just deployed the fix for CustomerIQ. Monitoring dashboards look clean so far.,2025-06-04T14:19:00,2,,24,,2,false
214,#proj-attribution,148,Great work on the Marketing Attribution Model milestone! :tada:,2025-02-01T17:06:00,,,24,,1,false
215,#random,140,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-05-16T07:38:00,,,,,7,false
216,#product,2,Customer call with DataStream Analytics went well. They're excited about the new features.,2024-12-30T10:28:00,,,,,7,false
217,#security,78,Looking for volunteers to review PRs for the CustomerIQ release. Need 2 approvals.,2025-01-03T17:57:00,,"2,7",,,7,false
218,#proj-attribution,93,Great work on the Marketing Attribution Model milestone! :tada:,2025-05-09T15:30:00,143,,24,,0,false
219,#announcements,29,The DataVault Backup dashboard is way faster after the query optimization. Nice work team!,2025-03-13T15:39:00,23,,,,2,false
220,#proj-data-lake,139,Updated the 04_TechCorp_RAG_Pipeline_Documentation.pdf — please review when you get a chance.,2025-02-25T16:06:00,,,6,,1,false
221,#proj-vendor-risk,95,Looking for volunteers to review PRs for the TeamSync Collaboration release. Need 2 approvals.,2025-04-15T15:32:00,109,"25,2",18,,1,false
222,#proj-rag-pipeline,70,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-06-17T16:28:00,,,1,,2,false
223,#proj-scalability,52,@channel Heads up: we're seeing increased error rates on TechCorp AI Core. Investigating now.,2025-02-07T09:41:00,,"1,25,11",25,,0,false
224,#product,38,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-03-19T22:02:00,,"7,12,11",,,0,true
225,#customer-success,2,The DataVault Backup dashboard is way faster after the query optimization. Nice work team!,2025-06-23T07:47:00,32,,,,5,false
226,#incident-response,113,@channel Heads up: we're seeing increased error rates on InsightFlow Analytics. Investigating now.,2025-02-28T19:18:00,156,,,,2,false
227,#proj-scalability,78,Looking for volunteers to review PRs for the DataVault Backup release. Need 2 approvals.,2025-03-05T14:36:00,,,25,,10,false
228,#proj-vendor-risk,107,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-03-17T22:33:00,,"25,11",18,,5,false
229,#engineering,142,Customer call with Cascade Learning Systems went well. They're excited about the new features.,2025-02-21T17:41:00,80,,,45,1,false
230,#proj-attribution,14,Reminder: code freeze for the InsightFlow Analytics release starts Friday EOD.,2025-03-12T22:10:00,,,24,9,3,false
231,#proj-scalability,123,Customer call with Orion Education Network went well. They're excited about the new features.,2025-01-22T18:33:00,,"12,1",25,,3,false
232,#proj-rag-pipeline,30,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-06-04T21:21:00,184,,1,27,0,false
233,#sales,11,Can we get an ETA on the CustomerIQ SSO fix? Velocity FinTech Partners is blocked.,2025-03-17T15:35:00,,,,,3,false
234,#security,20,@channel Heads up: we're seeing increased error rates on CustomerIQ. Investigating now.,2025-05-06T12:00:00,,"30,2",17,,5,false
235,#security,32,Reminder: code freeze for the TeamSync Collaboration release starts Friday EOD.,2025-03-22T22:22:00,224,4,15,,1,false
236,#ai-team,54,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-01-13T18:11:00,,,,,0,false
237,#proj-data-lake,124,Can someone from @engineering take a look at the Sentinel Security Suite build? It's been failing since this morning.,2025-05-10T07:37:00,144,,6,,1,false
238,#random,145,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-02-28T21:31:00,,,9,,0,false
239,#proj-scalability,20,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-06-13T17:06:00,8,,25,,7,false
240,#product,80,Reminder: code freeze for the CustomerIQ release starts Friday EOD.,2025-01-08T08:04:00,,,,,0,false
241,#random,15,Can someone from @engineering take a look at the InsightFlow Analytics build? It's been failing since this morning.,2025-06-06T21:05:00,12,52,,,0,false
242,#ai-team,46,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-05-11T11:19:00,,,6,,0,false
243,#random,31,Reminder: code freeze for the InsightFlow Analytics release starts Friday EOD.,2025-01-31T18:22:00,,,,,5,false
244,#sales,3,@channel Heads up: we're seeing increased error rates on Sentinel Security Suite. Investigating now.,2025-02-07T15:05:00,,,19,,3,false
245,#proj-vendor-risk,70,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-06-20T17:44:00,30,,18,,0,false
246,#general,38,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-18T22:53:00,,"2,11,25",,,1,false
247,#proj-rag-pipeline,139,Great work on the Deploy RAG Pipeline v2 milestone! :tada:,2025-01-01T13:36:00,,52,1,28,5,false
248,#engineering,17,Can someone from @engineering take a look at the TeamSync Collaboration build? It's been failing since this morning.,2025-05-12T14:54:00,,,,,1,false
249,#security,108,Updated the 05_TechCorp_AI_Safety_Guidelines.pdf — please review when you get a chance.,2025-05-25T19:49:00,41,"52,135",,,1,false
250,#proj-iam,113,Customer call with InnoSys Dynamics went well. They're excited about the new features.,2025-03-19T09:41:00,,"30,4,7",11,,1,false
251,#product,88,Can someone from @engineering take a look at the TechCorp AI Core build? It's been failing since this morning.,2025-03-01T09:22:00,,"11,135,1",,,3,false
252,#proj-knowledge-graph,52,Customer call with Andean Commodities SA went well. They're excited about the new features.,2025-04-23T10:38:00,33,,9,,5,false
253,#proj-chatbot,98,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-04-23T13:32:00,,,21,12,5,false
254,#proj-iam,6,Customer call with Argentine Trade Consortium went well. They're excited about the new features.,2025-05-14T16:22:00,,"80,25",11,39,2,false
255,#engineering,22,Incident #10 has been resolved. Root cause was a misconfigured deployment flag.,2025-02-14T21:02:00,,"135,7,11",4,10,0,true
256,#incident-response,110,The DataVault Backup dashboard is way faster after the query optimization. Nice work team!,2025-06-08T20:07:00,,,,,5,false
257,#announcements,149,Updated the 04_TechCorp_RAG_Pipeline_Documentation.pdf — please review when you get a chance.,2025-06-17T19:58:00,,,,37,0,false
258,#proj-iam,53,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-05-03T09:39:00,213,,11,,1,false
259,#proj-vendor-risk,123,Can we get an ETA on the TeamSync Collaboration SSO fix? Cascade Learning Systems is blocked.,2025-05-16T19:16:00,,"80,52",18,22,2,false
260,#ai-team,140,Just deployed the fix for Sentinel Security Suite. Monitoring dashboards look clean so far.,2025-03-30T20:26:00,,52,,,10,false
261,#announcements,141,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-03-30T13:26:00,,"11,135,2",7,,7,false
262,#proj-data-lake,21,Great work on the Data Lake Migration milestone! :tada:,2025-03-02T16:52:00,,,6,,7,false
263,#sales,118,Reminder: code freeze for the Sentinel Security Suite release starts Friday EOD.,2025-01-21T14:08:00,172,,,,3,false
264,#proj-iam,30,@channel Heads up: we're seeing increased error rates on TeamSync Collaboration. Investigating now.,2025-05-15T22:59:00,,"80,2,25",11,39,5,false
265,#announcements,10,Can we get an ETA on the TechCorp AI Core SSO fix? CodeCraft Software is blocked.,2025-03-02T09:00:00,,"80,7",,,5,false
266,#proj-attribution,136,Reminder: code freeze for the TeamSync Collaboration release starts Friday EOD.,2025-03-19T08:23:00,,"12,52",24,50,2,false
267,#proj-vendor-risk,125,Customer call with CodeCraft Software went well. They're excited about the new features.,2025-04-05T09:29:00,,"30,2",18,,7,false
268,#random,100,Customer call with Urban Harvest Grocers went well. They're excited about the new features.,2025-04-11T12:36:00,228,"12,30",,9,3,false
269,#announcements,35,Reminder: code freeze for the InsightFlow Analytics release starts Friday EOD.,2025-04-23T18:46:00,,,10,,3,false
270,#sales,101,@channel Heads up: we're seeing increased error rates on CustomerIQ. Investigating now.,2025-01-08T09:21:00,,,,,1,false
271,#random,26,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-04-05T09:17:00,,"30,4",,,3,false
272,#proj-scalability,14,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-06-18T15:35:00,,"52,7,30",25,,1,false
273,#ai-team,29,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-03-07T09:30:00,,7,,,0,false
274,#proj-chatbot,86,Can we get an ETA on the TeamSync Collaboration SSO fix? Meridian Financial Group is blocked.,2025-04-25T20:38:00,,,21,,1,false
275,#proj-attribution,139,Reminder: code freeze for the TeamSync Collaboration release starts Friday EOD.,2025-05-31T12:31:00,,,24,,0,false
276,#sales,43,Can someone from @engineering take a look at the TeamSync Collaboration build? It's been failing since this morning.,2025-04-11T17:49:00,222,,15,,3,false
277,#product,35,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-02-28T16:23:00,,"11,1",,,0,false
278,#proj-rag-pipeline,131,Updated the 04_TechCorp_RAG_Pipeline_Documentation.pdf — please review when you get a chance.,2024-12-30T13:13:00,,,1,,3,false
279,#proj-data-lake,12,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-04-27T12:20:00,,,6,,5,false
280,#engineering,112,Customer call with GreenLeaf Healthcare went well. They're excited about the new features.,2025-03-26T21:59:00,,,,,1,false
281,#ai-team,95,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-02-09T15:35:00,,,,,3,false
282,#security,11,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-04-04T13:43:00,,,,,10,false
283,#general,31,Can we get an ETA on the TeamSync Collaboration SSO fix? EcoWare Manufacturing is blocked.,2025-02-11T22:18:00,211,,,,3,false
284,#ai-team,17,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-01T21:56:00,,,,,7,false
285,#proj-rag-pipeline,12,Updated the 04_TechCorp_RAG_Pipeline_Documentation.pdf — please review when you get a chance.,2025-06-26T14:20:00,174,,1,,2,false
286,#proj-rag-pipeline,133,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-05-27T18:04:00,,"25,30,11",1,,1,false
287,#product,51,Looking for volunteers to review PRs for the TeamSync Collaboration release. Need 2 approvals.,2025-05-06T19:03:00,,,,,2,false
288,#proj-knowledge-graph,27,Can someone from @engineering take a look at the TechCorp AI Core build? It's been failing since this morning.,2025-04-08T20:12:00,90,,9,,1,false
289,#proj-data-lake,138,Looking for volunteers to review PRs for the Sentinel Security Suite release. Need 2 approvals.,2025-05-01T09:41:00,58,,6,25,3,false
290,#general,76,Great work on the Self-Service Support Portal milestone! :tada:,2025-05-06T16:23:00,,,8,,3,false
291,#sales,34,Customer call with Titanium Manufacturing Ltd went well. They're excited about the new features.,2025-06-21T07:21:00,,,4,,0,true
292,#security,120,Can we get an ETA on the TeamSync Collaboration SSO fix? FusionWare Labs is blocked.,2025-03-14T21:08:00,194,,,,7,true
293,#proj-chatbot,136,@channel Heads up: we're seeing increased error rates on DataVault Backup. Investigating now.,2025-05-03T11:51:00,,"1,52",21,,7,false
294,#incident-response,119,Just deployed the fix for CustomerIQ. Monitoring dashboards look clean so far.,2025-01-10T11:37:00,54,"11,12",,,5,false
295,#proj-knowledge-graph,6,Customer call with Meridian Financial Group went well. They're excited about the new features.,2025-05-11T19:28:00,,,9,41,10,false
296,#proj-scalability,128,Can someone from @engineering take a look at the Sentinel Security Suite build? It's been failing since this morning.,2025-01-08T17:48:00,144,,25,,3,false
297,#proj-iam,12,Reminder: code freeze for the InsightFlow Analytics release starts Friday EOD.,2025-06-07T12:25:00,,52,11,,5,false
298,#customer-success,80,Can we get an ETA on the TeamSync Collaboration SSO fix? Latam Trade Partners is blocked.,2025-03-25T12:06:00,182,,,,3,false
299,#customer-success,34,Reminder: code freeze for the TeamSync Collaboration release starts Friday EOD.,2025-04-13T07:04:00,,,,,1,false
300,#product,11,Can we get an ETA on the InsightFlow Analytics SSO fix? DataStream Analytics is blocked.,2025-03-18T10:46:00,211,"7,12",,,5,false
