log_id,timestamp,user_id,action,entity_type,entity_id,details,ip_address,result
202,2026-06-01T10:08:40.543327,33,incident.created,Configuration,12,User David Fischer performed incident.created on Configuration#12,10.0.3.113,Success
203,2026-04-01T17:11:40.543332,110,user.password_change,APIKey,177,Authentication event — user.password_change on APIKey#177 from IP 10.3.2.186,10.3.6.105,Success
204,2026-04-16T11:50:40.543337,13,change.approved,ChangeRequest,74,Change Management event — change.approved on ChangeRequest#74 from IP 10.2.9.58,10.3.7.153,Success
205,2026-04-09T22:58:40.543342,122,admin.config_update,Configuration,197,Configuration event — admin.config_update on Configuration#197 from IP 10.4.2.93,10.3.5.166,Success
206,2026-05-22T13:15:40.543346,135,release.promoted,Project,134,Automated release.promoted triggered for Project#134,10.4.1.19,Success
207,2026-04-17T14:31:40.543351,70,change.approved,Product,85,Change Management event — change.approved on Product#85 from IP 10.3.2.72,10.3.6.187,Success
208,2026-06-15T11:56:40.543356,52,change.rejected,Product,49,Change Management event — change.rejected on Product#49 from IP 10.1.4.99,10.0.9.29,Success
209,2026-05-06T22:05:40.543361,122,api.rate_limit_hit,Report,15,Automated api.rate_limit_hit triggered for Report#15,10.0.9.254,Success
210,2026-05-06T17:08:40.543365,29,api.key_revoked,APIKey,196,Action: api.key_revoked | Target: APIKey/196 | Source: web-ui,10.1.9.245,Success
211,2026-05-31T07:07:40.543369,63,incident.resolved,Report,156,Action: incident.resolved | Target: Report/156 | Source: web-ui,10.3.3.142,Success
212,2026-05-15T03:53:40.543374,1,user.mfa_enabled,ChangeRequest,1,Admin action: user.mfa_enabled | ChangeRequest#1 | Result: Success,10.3.9.89,Success
213,2026-06-10T05:12:40.543379,103,api.rate_limit_hit,User,141,Action: api.rate_limit_hit | Target: User/141 | Source: web-ui,10.2.8.2,Success
214,2026-04-16T05:27:40.543384,20,data.export,Report,98,Action: data.export | Target: Report/98 | Source: web-ui,10.0.0.245,Success
215,2026-04-02T19:53:40.543388,142,incident.resolved,Configuration,26,Admin action: incident.resolved | Configuration#26 | Result: Success,10.2.0.60,Success
216,2026-06-04T09:24:40.543393,102,change.approved,Project,65,Admin action: change.approved | Project#65 | Result: Success,10.4.9.222,Success
217,2026-06-07T02:01:40.543397,80,data.export_large,User,8,Admin action: data.export_large | User#8 | Result: Success,10.2.8.3,Success
218,2026-06-21T13:56:40.543402,119,change.rejected,Configuration,17,Admin action: change.rejected | Configuration#17 | Result: Blocked,10.1.3.9,Blocked
219,2026-05-17T17:46:40.543406,17,user.login_failed,Incident,157,Admin action: user.login_failed | Incident#157 | Result: Failure,10.0.3.156,Failure
220,2026-04-08T22:45:40.543411,82,change.rejected,Project,76,User Wei Rossi performed change.rejected on Project#76,10.2.9.59,Failure
221,2026-04-15T03:08:40.543416,48,api.rate_limit_hit,Report,51,User Dmitri Rodriguez performed api.rate_limit_hit on Report#51,10.4.7.22,Success
222,2026-06-26T02:21:40.543420,61,api.key_created,ChangeRequest,70,Automated api.key_created triggered for ChangeRequest#70,10.1.0.120,Success
223,2026-05-08T04:07:40.543424,133,user.logout,Product,186,Authentication event — user.logout on Product#186 from IP 10.0.8.216,10.0.1.65,Success
224,2026-04-09T01:50:40.543429,20,incident.resolved,APIKey,186,Action: incident.resolved | Target: APIKey/186 | Source: web-ui,10.3.6.120,Success
225,2026-05-09T01:06:40.543433,14,change.rejected,ChangeRequest,6,Action: change.rejected | Target: ChangeRequest/6 | Source: web-ui,10.1.2.204,Success
226,2026-06-12T07:27:40.543438,135,admin.permission_change,Incident,23,Action: admin.permission_change | Target: Incident/23 | Source: web-ui,10.2.2.61,Success
227,2026-06-18T03:49:40.543442,26,api.key_revoked,APIKey,140,User Ravi Johnson performed api.key_revoked on APIKey#140,10.0.5.18,Success
228,2026-06-14T10:01:40.543447,42,change.rejected,User,98,Change Management event — change.rejected on User#98 from IP 10.3.3.28,10.0.8.137,Success
229,2026-05-15T05:42:40.543451,146,deployment.triggered,Report,147,User Raj Bauer performed deployment.triggered on Report#147,10.4.3.21,Success
230,2026-04-14T16:03:40.543456,90,incident.resolved,ChangeRequest,68,Incident Management event — incident.resolved on ChangeRequest#68 from IP 10.3.7.86,10.0.3.21,Blocked
231,2026-06-23T14:22:40.543460,120,user.mfa_enabled,ChangeRequest,131,Action: user.mfa_enabled | Target: ChangeRequest/131 | Source: web-ui,10.2.9.36,Success
232,2026-04-29T00:43:40.543465,71,admin.permission_change,Project,102,Automated admin.permission_change triggered for Project#102,10.4.3.11,Failure
233,2026-06-27T12:09:40.543469,44,incident.created,Product,20,Admin action: incident.created | Product#20 | Result: Success,10.3.4.150,Success
234,2026-04-23T04:39:40.543474,25,admin.config_update,Incident,67,Automated admin.config_update triggered for Incident#67,10.4.7.43,Success
235,2026-05-05T09:54:40.543479,131,change.rejected,Incident,195,User James Rossi performed change.rejected on Incident#195,10.3.3.61,Success
236,2026-05-16T10:13:40.543484,97,admin.config_update,Configuration,8,User Viktor Kowalski performed admin.config_update on Configuration#8,10.3.1.201,Success
237,2026-06-13T03:19:40.543488,128,change.approved,Configuration,175,Automated change.approved triggered for Configuration#175,10.1.5.56,Success
238,2026-06-28T05:15:40.543493,38,api.key_revoked,User,94,Action: api.key_revoked | Target: User/94 | Source: web-ui,10.1.1.163,Success
239,2026-06-08T15:24:40.543498,105,admin.role_assignment,Release,173,Authorization event — admin.role_assignment on Release#173 from IP 10.4.2.139,10.0.0.244,Success
240,2026-05-26T05:13:40.543502,133,data.view_sensitive,Project,176,Admin action: data.view_sensitive | Project#176 | Result: Success,10.4.2.3,Success
241,2026-04-17T05:20:40.543507,15,admin.config_update,Product,84,Admin action: admin.config_update | Product#84 | Result: Success,10.3.8.25,Success
242,2026-04-09T22:15:40.543511,78,incident.resolved,Incident,111,User Ahmed Kowalski performed incident.resolved on Incident#111,10.1.0.55,Success
243,2026-04-11T19:03:40.543516,6,user.mfa_enabled,Release,9,Automated user.mfa_enabled triggered for Release#9,10.4.6.100,Success
244,2026-04-07T13:30:40.543521,71,change.rejected,Report,75,Admin action: change.rejected | Report#75 | Result: Failure,10.3.3.10,Failure
245,2026-05-15T03:09:40.543525,13,incident.resolved,Project,73,User Camila Santos performed incident.resolved on Project#73,10.4.4.216,Success
246,2026-06-06T09:52:40.543530,131,release.promoted,Project,92,Automated release.promoted triggered for Project#92,10.3.0.206,Success
247,2026-05-02T09:25:40.543534,50,admin.permission_change,User,158,User Kwame Santos performed admin.permission_change on User#158,10.4.6.103,Success
248,2026-04-21T02:25:40.543539,137,release.promoted,APIKey,157,Admin action: release.promoted | APIKey#157 | Result: Success,10.2.8.40,Success
249,2026-05-19T01:13:40.543543,148,incident.created,Product,34,User David Chen performed incident.created on Product#34,10.4.1.126,Success
250,2026-05-07T21:38:40.543548,97,incident.resolved,Report,1,Incident Management event — incident.resolved on Report#1 from IP 10.1.5.81,10.0.3.88,Success
251,2026-05-10T05:03:40.543552,4,data.export,Release,194,Automated data.export triggered for Release#194,10.3.6.182,Success
252,2026-05-24T00:38:40.543561,4,user.logout,Project,43,Authentication event — user.logout on Project#43 from IP 10.2.2.26,10.1.7.79,Success
253,2026-04-30T23:24:40.543566,49,data.export,Report,101,Admin action: data.export | Report#101 | Result: Success,10.1.8.248,Success
254,2026-04-20T18:13:40.543570,70,admin.config_update,Product,175,Action: admin.config_update | Target: Product/175 | Source: web-ui,10.1.2.140,Success
255,2026-06-07T09:44:40.543575,25,incident.resolved,Release,104,Action: incident.resolved | Target: Release/104 | Source: web-ui,10.3.4.98,Success
256,2026-05-10T12:13:40.543579,142,data.view_sensitive,Product,88,Action: data.view_sensitive | Target: Product/88 | Source: web-ui,10.4.4.205,Success
257,2026-04-02T06:43:40.543584,103,admin.role_assignment,Report,156,User Lucas Rodriguez performed admin.role_assignment on Report#156,10.3.6.30,Success
258,2026-04-07T02:16:40.543588,110,api.key_revoked,Release,7,Admin action: api.key_revoked | Release#7 | Result: Success,10.2.0.235,Success
259,2026-04-02T07:57:40.543593,98,user.login,APIKey,198,Action: user.login | Target: APIKey/198 | Source: web-ui,10.1.9.198,Success
260,2026-06-19T13:51:40.543598,29,release.promoted,Report,148,Action: release.promoted | Target: Report/148 | Source: web-ui,10.0.3.7,Success
261,2026-06-24T14:56:40.543602,101,admin.permission_change,Incident,69,Authorization event — admin.permission_change on Incident#69 from IP 10.2.5.114,10.0.5.176,Success
262,2026-05-18T07:37:40.543607,90,data.view_sensitive,APIKey,28,Action: data.view_sensitive | Target: APIKey/28 | Source: web-ui,10.2.3.157,Success
263,2026-04-22T14:34:40.543611,57,change.rejected,Configuration,122,Change Management event — change.rejected on Configuration#122 from IP 10.2.8.218,10.0.2.243,Success
264,2026-04-07T14:31:40.543616,78,user.login,Product,179,User Ahmed Kowalski performed user.login on Product#179,10.2.2.210,Blocked
265,2026-04-22T14:05:40.543620,135,admin.config_update,Configuration,158,Admin action: admin.config_update | Configuration#158 | Result: Success,10.0.3.224,Success
266,2026-05-25T06:41:40.543625,32,change.rejected,APIKey,2,Admin action: change.rejected | APIKey#2 | Result: Success,10.3.5.250,Success
267,2026-05-16T23:58:40.543629,121,api.key_created,Product,36,Automated api.key_created triggered for Product#36,10.0.3.195,Failure
268,2026-05-03T09:30:40.543634,125,data.view_sensitive,APIKey,138,Automated data.view_sensitive triggered for APIKey#138,10.4.5.139,Failure
269,2026-04-09T07:03:40.543639,102,data.view_sensitive,ChangeRequest,139,Data Access event — data.view_sensitive on ChangeRequest#139 from IP 10.2.3.118,10.4.5.247,Success
270,2026-06-12T08:10:40.543643,86,change.rejected,Product,129,Automated change.rejected triggered for Product#129,10.2.1.111,Failure
271,2026-06-23T12:58:40.543648,33,user.login,User,11,Action: user.login | Target: User/11 | Source: web-ui,10.3.7.209,Success
272,2026-06-11T20:53:40.543652,65,release.promoted,Project,61,Release event — release.promoted on Project#61 from IP 10.0.7.119,10.2.0.120,Success
273,2026-05-16T02:47:40.543657,56,user.login_failed,User,83,Automated user.login_failed triggered for User#83,10.3.5.213,Success
274,2026-05-23T01:16:40.543661,22,admin.config_update,ChangeRequest,78,Admin action: admin.config_update | ChangeRequest#78 | Result: Success,10.3.9.252,Success
275,2026-05-31T04:21:40.543666,35,deployment.rollback,APIKey,177,Deployment event — deployment.rollback on APIKey#177 from IP 10.2.8.115,10.4.1.124,Failure
276,2026-05-13T01:02:40.543671,39,api.rate_limit_hit,User,34,API Management event — api.rate_limit_hit on User#34 from IP 10.2.3.201,10.1.3.125,Success
277,2026-04-20T14:02:40.543675,59,user.login_failed,Product,182,Action: user.login_failed | Target: Product/182 | Source: web-ui,10.1.2.232,Success
278,2026-05-19T22:44:40.543680,35,change.rejected,User,161,User Camila Tanaka performed change.rejected on User#161,10.0.5.203,Success
279,2026-04-27T12:36:40.543684,69,incident.created,Configuration,68,Incident Management event — incident.created on Configuration#68 from IP 10.2.9.223,10.0.1.143,Success
280,2026-04-22T19:44:40.543689,43,incident.resolved,APIKey,104,Action: incident.resolved | Target: APIKey/104 | Source: web-ui,10.2.2.148,Success
281,2026-05-13T00:09:40.543693,137,deployment.rollback,Release,67,Automated deployment.rollback triggered for Release#67,10.0.9.250,Success
282,2026-04-10T15:17:40.543698,5,change.approved,Release,37,Automated change.approved triggered for Release#37,10.2.4.170,Success
283,2026-06-21T23:54:40.543703,68,incident.resolved,Project,101,User Leila Chen performed incident.resolved on Project#101,10.4.1.161,Success
284,2026-04-02T11:37:40.543707,46,deployment.rollback,Project,118,Action: deployment.rollback | Target: Project/118 | Source: web-ui,10.3.6.105,Success
285,2026-06-05T12:40:40.543712,50,release.promoted,User,84,Admin action: release.promoted | User#84 | Result: Success,10.1.3.206,Success
286,2026-05-05T07:07:40.543716,44,api.rate_limit_hit,Project,188,API Management event — api.rate_limit_hit on Project#188 from IP 10.0.4.219,10.1.5.62,Failure
287,2026-05-17T21:26:40.543721,35,incident.resolved,Incident,43,Admin action: incident.resolved | Incident#43 | Result: Success,10.3.4.215,Success
288,2026-05-25T04:42:40.543725,97,admin.permission_change,Report,79,Automated admin.permission_change triggered for Report#79,10.4.7.139,Success
289,2026-05-22T10:48:40.543730,61,deployment.rollback,Product,101,Deployment event — deployment.rollback on Product#101 from IP 10.1.6.213,10.3.7.66,Success
290,2026-04-11T23:21:40.543734,28,deployment.rollback,Product,115,Action: deployment.rollback | Target: Product/115 | Source: web-ui,10.2.8.100,Success
291,2026-05-27T19:52:40.543738,42,user.login_failed,User,85,Admin action: user.login_failed | User#85 | Result: Success,10.3.2.27,Success
292,2026-05-18T13:12:40.543743,57,user.password_change,APIKey,182,Action: user.password_change | Target: APIKey/182 | Source: web-ui,10.0.8.109,Blocked
293,2026-05-13T05:03:40.543747,4,user.mfa_enabled,Project,35,Admin action: user.mfa_enabled | Project#35 | Result: Success,10.1.2.40,Success
294,2026-04-19T02:11:40.543752,6,admin.config_update,User,68,Automated admin.config_update triggered for User#68,10.3.3.116,Success
295,2026-06-01T19:02:40.543756,131,incident.created,Release,176,Admin action: incident.created | Release#176 | Result: Success,10.2.3.14,Success
296,2026-06-21T16:37:40.543761,67,admin.config_update,Report,101,Action: admin.config_update | Target: Report/101 | Source: web-ui,10.2.5.5,Success
297,2026-05-01T15:27:40.543766,17,release.promoted,Release,29,Action: release.promoted | Target: Release/29 | Source: web-ui,10.4.6.243,Success
298,2026-06-08T21:13:40.543770,20,change.approved,User,200,Admin action: change.approved | User#200 | Result: Success,10.4.8.85,Success
299,2026-06-03T02:32:40.543775,3,api.key_created,Project,78,Admin action: api.key_created | Project#78 | Result: Success,10.1.2.112,Success
300,2026-05-06T02:44:40.543779,53,user.logout,User,148,Automated user.logout triggered for User#148,10.0.5.253,Success
301,2026-06-21T21:40:40.543783,28,change.rejected,Product,102,Action: change.rejected | Target: Product/102 | Source: web-ui,10.1.0.39,Success
302,2026-04-05T13:46:40.543788,136,user.password_change,Configuration,120,User Ahmed Morales performed user.password_change on Configuration#120,10.0.7.122,Success
303,2026-06-12T12:47:40.543792,113,user.password_change,Configuration,27,User Ingrid Johnson performed user.password_change on Configuration#27,10.2.8.204,Success
304,2026-05-03T10:37:40.543797,103,user.mfa_enabled,Report,195,Action: user.mfa_enabled | Target: Report/195 | Source: web-ui,10.0.2.99,Failure
305,2026-05-16T11:15:40.543801,52,data.export_large,Configuration,98,Automated data.export_large triggered for Configuration#98,10.4.1.246,Success
306,2026-05-23T12:43:40.543806,25,data.export_large,Product,196,Admin action: data.export_large | Product#196 | Result: Success,10.4.4.15,Success
307,2026-04-15T20:29:40.543810,34,api.key_revoked,Release,3,Admin action: api.key_revoked | Release#3 | Result: Blocked,10.1.8.126,Blocked
308,2026-06-03T18:55:40.543815,31,api.key_revoked,User,152,Automated api.key_revoked triggered for User#152,10.0.4.66,Success
309,2026-04-03T23:11:40.543819,12,release.promoted,Incident,184,Admin action: release.promoted | Incident#184 | Result: Success,10.3.2.8,Success
310,2026-06-13T13:32:40.543824,21,user.login,Incident,117,Admin action: user.login | Incident#117 | Result: Success,10.2.1.18,Success
311,2026-06-12T10:55:40.543828,109,incident.resolved,Configuration,79,Action: incident.resolved | Target: Configuration/79 | Source: web-ui,10.0.1.167,Success
312,2026-06-13T06:10:40.543833,142,user.mfa_enabled,User,109,Admin action: user.mfa_enabled | User#109 | Result: Success,10.3.1.234,Success
313,2026-04-10T16:21:40.543837,12,data.export,Product,154,Automated data.export triggered for Product#154,10.2.7.125,Success
314,2026-06-12T12:54:40.543841,2,change.approved,Configuration,59,User Fatima Chen performed change.approved on Configuration#59,10.2.2.22,Success
315,2026-04-08T21:49:40.543846,74,data.view_sensitive,Product,176,Data Access event — data.view_sensitive on Product#176 from IP 10.4.5.209,10.0.2.23,Success
316,2026-04-11T05:51:40.543850,12,admin.role_assignment,Project,5,Admin action: admin.role_assignment | Project#5 | Result: Failure,10.4.9.144,Failure
317,2026-05-19T22:45:40.543856,134,release.promoted,Release,109,Release event — release.promoted on Release#109 from IP 10.3.8.17,10.2.3.253,Success
318,2026-05-27T01:56:40.543861,127,data.export_large,Product,64,Automated data.export_large triggered for Product#64,10.2.8.2,Success
319,2026-06-21T13:58:40.543865,27,user.login,User,143,User Sana Kim performed user.login on User#143,10.1.3.94,Success
320,2026-06-16T03:24:40.543870,124,user.login,Report,59,Automated user.login triggered for Report#59,10.1.0.113,Success
321,2026-04-23T13:58:40.543875,7,api.rate_limit_hit,Report,4,Automated api.rate_limit_hit triggered for Report#4,10.0.6.236,Success
322,2026-03-30T16:20:40.543879,4,user.mfa_enabled,Project,88,User Thabo Kim performed user.mfa_enabled on Project#88,10.2.6.91,Success
323,2026-04-29T19:35:40.543883,25,deployment.triggered,Incident,14,Deployment event — deployment.triggered on Incident#14 from IP 10.0.3.22,10.2.3.75,Success
324,2026-06-03T05:38:40.543889,81,incident.created,APIKey,77,User Ahmed Santos performed incident.created on APIKey#77,10.0.1.32,Success
325,2026-04-21T01:06:40.543894,130,change.approved,Product,90,Automated change.approved triggered for Product#90,10.3.8.116,Success
326,2026-06-13T00:49:40.543898,148,data.export,User,53,Action: data.export | Target: User/53 | Source: web-ui,10.3.9.39,Success
327,2026-05-04T05:22:40.543903,41,api.key_revoked,APIKey,66,API Management event — api.key_revoked on APIKey#66 from IP 10.0.5.24,10.3.7.190,Success
328,2026-04-29T17:47:40.543907,68,user.login_failed,Product,180,Automated user.login_failed triggered for Product#180,10.2.6.193,Success
329,2026-04-08T23:48:40.543912,22,api.rate_limit_hit,ChangeRequest,85,User Linh Fischer performed api.rate_limit_hit on ChangeRequest#85,10.2.8.211,Success
330,2026-05-27T16:48:40.543916,144,change.approved,APIKey,32,Admin action: change.approved | APIKey#32 | Result: Success,10.1.5.56,Success
331,2026-06-28T07:34:40.543921,14,incident.resolved,ChangeRequest,147,User Fatima Novak performed incident.resolved on ChangeRequest#147,10.2.0.109,Success
332,2026-04-12T01:47:40.543925,7,admin.config_update,ChangeRequest,157,Admin action: admin.config_update | ChangeRequest#157 | Result: Success,10.3.2.14,Success
333,2026-06-20T11:20:40.543930,146,api.key_revoked,Incident,166,User Raj Bauer performed api.key_revoked on Incident#166,10.2.6.189,Success
334,2026-05-11T14:40:40.543934,88,api.key_revoked,Project,106,User Sofia Santos performed api.key_revoked on Project#106,10.3.1.73,Success
335,2026-06-06T07:22:40.543939,78,deployment.rollback,Incident,60,Admin action: deployment.rollback | Incident#60 | Result: Success,10.4.3.51,Success
336,2026-05-02T17:45:40.543943,88,change.approved,Project,157,Action: change.approved | Target: Project/157 | Source: web-ui,10.2.7.201,Success
337,2026-06-22T01:20:40.543948,3,user.mfa_enabled,Incident,120,Action: user.mfa_enabled | Target: Incident/120 | Source: web-ui,10.0.6.208,Success
338,2026-04-04T20:07:40.543952,124,user.login_failed,User,41,Authentication event — user.login_failed on User#41 from IP 10.4.2.153,10.0.6.34,Success
339,2026-04-01T19:01:40.543957,18,incident.resolved,Incident,95,Admin action: incident.resolved | Incident#95 | Result: Success,10.3.2.138,Success
340,2026-06-18T03:48:40.543967,133,change.approved,Product,29,Admin action: change.approved | Product#29 | Result: Success,10.4.0.96,Success
341,2026-06-18T23:50:40.543972,88,change.approved,Report,8,Change Management event — change.approved on Report#8 from IP 10.1.6.197,10.3.4.132,Success
342,2026-05-14T01:17:40.543977,42,user.mfa_enabled,Project,116,Admin action: user.mfa_enabled | Project#116 | Result: Success,10.2.8.103,Success
343,2026-04-20T12:46:40.543981,111,incident.created,APIKey,3,Admin action: incident.created | APIKey#3 | Result: Success,10.0.3.6,Success
344,2026-04-04T14:56:40.543985,140,api.rate_limit_hit,Release,122,Automated api.rate_limit_hit triggered for Release#122,10.3.6.88,Success
345,2026-04-06T20:44:40.543990,91,user.login_failed,Configuration,24,Automated user.login_failed triggered for Configuration#24,10.4.3.127,Failure
346,2026-04-04T04:14:40.543994,80,change.approved,Product,154,Automated change.approved triggered for Product#154,10.4.6.215,Failure
347,2026-06-22T23:27:40.543999,141,api.key_revoked,User,69,API Management event — api.key_revoked on User#69 from IP 10.0.7.154,10.0.5.179,Success
348,2026-05-05T16:18:40.544003,127,change.approved,Project,91,Action: change.approved | Target: Project/91 | Source: web-ui,10.1.1.107,Failure
349,2026-05-31T07:03:40.544007,83,deployment.rollback,Report,143,Automated deployment.rollback triggered for Report#143,10.3.7.122,Success
350,2026-04-08T15:53:40.544012,120,release.promoted,Product,75,Release event — release.promoted on Product#75 from IP 10.2.7.51,10.3.9.86,Success
351,2026-05-25T22:22:40.544016,116,api.key_revoked,Report,64,Admin action: api.key_revoked | Report#64 | Result: Success,10.2.0.39,Success
352,2026-06-09T00:28:40.544021,13,user.mfa_enabled,APIKey,3,Action: user.mfa_enabled | Target: APIKey/3 | Source: web-ui,10.2.2.238,Success
353,2026-04-20T00:41:40.544025,69,change.approved,Configuration,71,Action: change.approved | Target: Configuration/71 | Source: web-ui,10.1.7.39,Success
354,2026-04-25T10:10:40.544030,121,incident.resolved,Report,179,Action: incident.resolved | Target: Report/179 | Source: web-ui,10.1.6.172,Success
355,2026-04-22T03:11:40.544034,141,api.key_revoked,Product,193,User Diego Silva performed api.key_revoked on Product#193,10.4.0.52,Success
356,2026-06-01T14:12:40.544039,19,user.login_failed,ChangeRequest,19,Action: user.login_failed | Target: ChangeRequest/19 | Source: web-ui,10.2.3.20,Failure
357,2026-05-07T14:35:40.544043,42,change.rejected,Incident,183,Automated change.rejected triggered for Incident#183,10.0.0.7,Success
358,2026-05-27T07:14:40.544048,50,data.view_sensitive,Incident,12,Data Access event — data.view_sensitive on Incident#12 from IP 10.2.5.214,10.4.5.45,Success
359,2026-05-21T02:40:40.544053,43,user.login,Release,72,User Linh Kim performed user.login on Release#72,10.2.7.170,Success
360,2026-05-22T09:48:40.544057,5,data.view_sensitive,Incident,179,Automated data.view_sensitive triggered for Incident#179,10.0.4.20,Success
361,2026-04-23T13:05:40.544062,142,deployment.rollback,Project,198,Admin action: deployment.rollback | Project#198 | Result: Success,10.4.8.146,Success
362,2026-06-28T05:20:40.544066,7,incident.resolved,Report,139,User Jin Muller performed incident.resolved on Report#139,10.1.7.131,Success
363,2026-04-23T13:59:40.544071,132,user.login_failed,ChangeRequest,106,Admin action: user.login_failed | ChangeRequest#106 | Result: Success,10.1.1.233,Success
364,2026-05-04T22:07:40.544075,112,api.key_revoked,ChangeRequest,140,Admin action: api.key_revoked | ChangeRequest#140 | Result: Success,10.2.5.136,Success
365,2026-05-10T23:30:40.544080,131,change.rejected,ChangeRequest,130,Change Management event — change.rejected on ChangeRequest#130 from IP 10.0.5.210,10.2.1.242,Success
366,2026-06-22T14:42:40.544084,74,change.approved,Release,169,Admin action: change.approved | Release#169 | Result: Success,10.4.3.212,Success
367,2026-05-27T18:50:40.544088,11,admin.config_update,APIKey,93,User Raj Morales performed admin.config_update on APIKey#93,10.2.2.168,Success
368,2026-05-04T20:03:40.544093,15,user.password_change,APIKey,21,Admin action: user.password_change | APIKey#21 | Result: Success,10.4.8.141,Success
369,2026-05-19T10:23:40.544097,120,incident.resolved,Incident,108,Action: incident.resolved | Target: Incident/108 | Source: web-ui,10.0.6.115,Blocked
370,2026-04-13T16:25:40.544101,74,incident.created,Release,96,User Hannah Williams performed incident.created on Release#96,10.3.8.83,Success
371,2026-04-21T23:33:40.544106,92,release.promoted,Product,77,Automated release.promoted triggered for Product#77,10.2.4.49,Success
372,2026-05-07T16:29:40.544110,130,data.export,Configuration,128,Action: data.export | Target: Configuration/128 | Source: web-ui,10.0.0.236,Success
373,2026-04-27T03:28:40.544115,95,data.export_large,Configuration,94,Admin action: data.export_large | Configuration#94 | Result: Success,10.2.9.17,Success
374,2026-04-24T22:48:40.544120,97,data.export_large,Incident,50,Data Access event — data.export_large on Incident#50 from IP 10.1.5.164,10.1.6.165,Success
375,2026-06-05T04:28:40.544124,113,api.key_revoked,Product,163,User Ingrid Johnson performed api.key_revoked on Product#163,10.2.5.147,Success
376,2026-06-22T17:05:40.544129,101,release.promoted,Release,59,Action: release.promoted | Target: Release/59 | Source: web-ui,10.1.2.12,Failure
377,2026-06-05T03:22:40.544133,46,user.password_change,Product,76,Automated user.password_change triggered for Product#76,10.2.0.10,Blocked
378,2026-06-20T05:48:40.544138,33,api.key_revoked,Release,157,API Management event — api.key_revoked on Release#157 from IP 10.1.1.104,10.4.5.189,Success
379,2026-05-26T23:58:40.544142,20,user.password_change,Release,129,User Elena Ibrahim performed user.password_change on Release#129,10.0.0.101,Success
380,2026-04-14T01:24:40.544147,80,incident.resolved,Project,122,Admin action: incident.resolved | Project#122 | Result: Success,10.0.8.63,Success
381,2026-04-13T06:21:40.544151,17,admin.permission_change,Product,148,Authorization event — admin.permission_change on Product#148 from IP 10.0.0.224,10.2.8.198,Failure
382,2026-04-08T04:45:40.544156,123,user.mfa_enabled,ChangeRequest,43,Action: user.mfa_enabled | Target: ChangeRequest/43 | Source: web-ui,10.0.3.115,Success
383,2026-04-28T07:35:40.544160,71,admin.permission_change,Incident,189,Admin action: admin.permission_change | Incident#189 | Result: Success,10.4.7.15,Success
384,2026-05-14T21:39:40.544165,9,api.key_revoked,APIKey,142,Admin action: api.key_revoked | APIKey#142 | Result: Success,10.1.1.71,Success
385,2026-04-17T19:01:40.544169,31,data.export_large,Project,172,Data Access event — data.export_large on Project#172 from IP 10.2.0.234,10.2.3.90,Success
386,2026-05-05T09:30:40.544174,9,data.export,User,174,Automated data.export triggered for User#174,10.2.1.213,Success
387,2026-06-11T11:40:40.544178,53,user.mfa_enabled,Project,29,Authentication event — user.mfa_enabled on Project#29 from IP 10.2.8.220,10.4.9.166,Failure
388,2026-05-03T05:01:40.544183,145,incident.resolved,Project,116,Incident Management event — incident.resolved on Project#116 from IP 10.4.2.220,10.4.1.155,Success
389,2026-06-25T10:54:40.544187,43,release.promoted,APIKey,44,Automated release.promoted triggered for APIKey#44,10.4.4.49,Success
390,2026-06-26T21:15:40.544192,15,admin.config_update,APIKey,91,Admin action: admin.config_update | APIKey#91 | Result: Success,10.2.4.246,Success
391,2026-04-08T11:47:40.544196,7,admin.role_assignment,ChangeRequest,85,Authorization event — admin.role_assignment on ChangeRequest#85 from IP 10.1.4.205,10.4.6.100,Success
392,2026-04-10T10:28:40.544201,149,incident.resolved,Product,69,User Aisha Andersson performed incident.resolved on Product#69,10.0.2.78,Success
393,2026-05-09T03:19:40.544207,25,release.promoted,Report,18,User Yuki Okafor performed release.promoted on Report#18,10.2.7.105,Success
394,2026-05-26T20:26:40.544211,46,api.key_created,ChangeRequest,66,User Isabella Muller performed api.key_created on ChangeRequest#66,10.3.4.76,Success
395,2026-04-11T22:36:40.544216,108,admin.permission_change,Project,122,User Sana Silva performed admin.permission_change on Project#122,10.0.1.2,Success
396,2026-04-13T14:40:40.544221,98,release.promoted,Incident,165,Admin action: release.promoted | Incident#165 | Result: Success,10.4.2.163,Success
397,2026-04-22T01:00:40.544226,116,data.export,Configuration,151,Admin action: data.export | Configuration#151 | Result: Success,10.0.3.237,Success
398,2026-03-31T12:56:40.544231,95,data.export_large,APIKey,149,Automated data.export_large triggered for APIKey#149,10.4.3.236,Success
399,2026-06-24T14:54:40.544235,71,user.mfa_enabled,Configuration,60,Admin action: user.mfa_enabled | Configuration#60 | Result: Success,10.4.8.59,Success
400,2026-06-12T10:56:40.544240,71,api.key_revoked,Product,69,Admin action: api.key_revoked | Product#69 | Result: Success,10.2.8.254,Success
401,2026-06-15T13:42:40.544246,67,admin.config_update,Incident,146,Admin action: admin.config_update | Incident#146 | Result: Blocked,10.3.2.64,Blocked
402,2026-06-02T12:16:40.544251,119,user.login,Product,146,Admin action: user.login | Product#146 | Result: Failure,10.3.5.237,Failure
403,2026-06-23T14:49:40.544256,43,admin.permission_change,Product,32,User Linh Kim performed admin.permission_change on Product#32,10.0.1.13,Success
